drug_name,rx_normcui,class,drug_name_broad,term_type,name,drug
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet,866479,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet,866479,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopress,866498,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopress,866498,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 200 MG Extended Release Ora,866846,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 200 MG Extended Release Ora,866846,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 200 MG Extended Release Tab,866846,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 200 MG Extended Release Tab,866846,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 50 MG Oral Tablet,866482,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 50 MG Oral Tablet,866482,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 50 MG Oral Tablet [Lopresso,866502,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Metoprolol Tartrate 50 MG Oral Tablet [Lopresso,866502,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet,1299890,ACE inhibitor,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet,1299890,Thiazide,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet [Unir,1299959,ACE inhibitor,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet [Unir,1299959,Thiazide,Hydrochlorothiazide / moexipril,,,
Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet,403855,Angiotension receptor blocker,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet,403855,Thiazide,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet [Benicar,847042,Angiotension receptor blocker,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet [Benicar,847042,Thiazide,Hydrochlorothiazide / olmesartan,,,
Hydrochlorothiazide 25 MG / Pindolol 10 MG Oral Tablet,245854,Beta_blocker,Hydrochlorothiazide / Pindolol,,,
Hydrochlorothiazide 25 MG / Pindolol 10 MG Oral Tablet,245854,Thiazide,Hydrochlorothiazide / Pindolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 30 MG Oral Tablet,856618,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 30 MG Oral Tablet,856618,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet,856422,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet,856422,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet [In,856426,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet [In,856426,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet,856429,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet,856429,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet [In,856433,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 80 MG Oral Tablet [In,856433,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet,252371,ACE inhibitor,Hydrochlorothiazide / Ramipril,,,
Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet,252371,Thiazide,Hydrochlorothiazide / Ramipril,,,
Hydrochlorothiazide 25 MG / Reserpine 0.1 MG Oral Tablet,310810,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.1 MG Oral Tablet,310810,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet,204501,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet,204501,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydro-Reserp],208084,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydro-Reserp],208084,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydropres-25],208085,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydropres-25],208085,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydroserp],208086,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydroserp],208086,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydroserpine],208088,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Hydroserpine],208088,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Mallopress],208089,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.125 MG Oral Tablet [Mallopress],208089,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.25 MG Oral Tablet,251055,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Reserpine 0.25 MG Oral Tablet,251055,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 25 MG / Sotalol 160 MG Oral Tablet,104338,Beta_blocker,Hydrochlorothiazide / Sotalol,,,
Hydrochlorothiazide 25 MG / Sotalol 160 MG Oral Tablet,104338,Thiazide,Hydrochlorothiazide / Sotalol,,,
Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet,198224,Aldosterone blocker,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet,198224,Thiazide,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Aldactazide],208112,Aldosterone blocker,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Aldactazide],208112,Thiazide,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Spironolacton,208113,Aldosterone blocker,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet [Spironolacton,208113,Thiazide,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 25 MG / Timolol 10 MG Oral Tablet,310811,Beta_blocker,Hydrochlorothiazide / Timolol,,,
Hydrochlorothiazide 25 MG / Timolol 10 MG Oral Tablet,310811,Thiazide,Hydrochlorothiazide / Timolol,,,
Hydrochlorothiazide 25 MG / Timolol 10 MG Oral Tablet [Timolide],491234,Beta_blocker,Hydrochlorothiazide / Timolol,,,
Hydrochlorothiazide 25 MG / Timolol 10 MG Oral Tablet [Timolide],491234,Thiazide,Hydrochlorothiazide / Timolol,,,
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule,198316,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule,198316,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule [Dyazide],208124,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule [Dyazide],208124,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet,310812,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet,310812,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet [Maxzide],93253,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet [Maxzide],93253,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 50 MG / Verapamil 160 MG Oral Table,432769,Calcium channel blocker,Hydrochlorothiazide / Triamterene / Verapamil,,,
Hydrochlorothiazide 25 MG / Triamterene 50 MG / Verapamil 160 MG Oral Table,432769,Other Diuretics,Hydrochlorothiazide / Triamterene / Verapamil,,,
Hydrochlorothiazide 25 MG / Triamterene 50 MG / Verapamil 160 MG Oral Table,432769,Thiazide,Hydrochlorothiazide / Triamterene / Verapamil,,,
Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Capsule,198314,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Capsule,198314,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Capsule [Dyazide],539539,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Capsule [Dyazide],539539,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Tablet,314029,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / Triamterene 50 MG Oral Tablet,314029,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet,485471,Angiotension receptor blocker,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet,485471,Thiazide,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Avalide 300/25],823942,Angiotension receptor blocker,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Avalide 300/25],823942,Thiazide,Hydrochlorothiazide / irbesartan,,,
Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,310809,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,310809,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic 20/25],882559,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic 20/25],882559,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Quinaretic 20/25],991557,ACE inhibitor,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Quinaretic 20/25],991557,Thiazide,Hydrochlorothiazide / quinapril,,,
Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet,477130,Angiotension receptor blocker,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet,477130,Thiazide,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT 80/,749841,Angiotension receptor blocker,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT 80/,749841,Thiazide,Hydrochlorothiazide / telmisartan,,,
Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,349353,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,349353,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT 160/25,809022,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT 160/25,809022,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,636045,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,636045,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT 320/25,809030,Angiotension receptor blocker,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT 320/25,809030,Thiazide,Hydrochlorothiazide / valsartan,,,
Hydrochlorothiazide 25 MG Oral Tablet,310798,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 25 MG Oral Tablet [Esidrix],207936,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 25 MG Oral Tablet [Hydro Par],207937,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 25 MG Oral Tablet [HydroDIURIL],207938,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 25 MG Oral Tablet [Hydrocot],1189779,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 25 MG Oral Tablet [Oretic],207939,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 30 MG / Methyldopa 500 MG Oral Tablet,197962,Other antihypertensive,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 30 MG / Methyldopa 500 MG Oral Tablet,197962,Thiazide,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 30 MG / Methyldopa 500 MG Oral Tablet [Aldoril],688647,Other antihypertensive,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 30 MG / Methyldopa 500 MG Oral Tablet [Aldoril],688647,Thiazide,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 50 MG / Methyldopa 500 MG Oral Tablet,197961,Other antihypertensive,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 50 MG / Methyldopa 500 MG Oral Tablet,197961,Thiazide,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 50 MG / Methyldopa 500 MG Oral Tablet [Aldoril],688649,Other antihypertensive,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 50 MG / Methyldopa 500 MG Oral Tablet [Aldoril],688649,Thiazide,Hydrochlorothiazide / Methyldopa,,,
Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet,866491,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet,866491,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopress,866506,Beta_blocker,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopress,866506,Thiazide,Hydrochlorothiazide / Metoprolol,,,
Hydrochlorothiazide 50 MG / Pindolol 10 MG Oral Tablet,245855,Beta_blocker,Hydrochlorothiazide / Pindolol,,,
Hydrochlorothiazide 50 MG / Pindolol 10 MG Oral Tablet,245855,Thiazide,Hydrochlorothiazide / Pindolol,,,
Hydrochlorothiazide 50 MG / Potassium Chloride 300 MG Oral Tablet,250040,Thiazide,Hydrochlorothiazide / Potassium,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 120 MG Extended Relea,856393,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 120 MG Extended Relea,856393,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 120 MG Extended Relea,856587,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 120 MG Extended Relea,856587,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 160 MG Extended Relea,856406,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 160 MG Extended Relea,856406,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 160 MG Extended Relea,856592,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 160 MG Extended Relea,856592,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 80 MG Extended Releas,856417,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 80 MG Extended Releas,856417,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 80 MG Extended Releas,856597,Beta_blocker,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 80 MG Extended Releas,856597,Thiazide,Hydrochlorothiazide / Propranolol,,,
Hydrochlorothiazide 50 MG / Reserpine 0.1 MG Oral Tablet,314018,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.1 MG Oral Tablet,314018,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet,197771,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet,197771,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydro-Reserp],208090,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydro-Reserp],208090,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydropres-50],208091,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydropres-50],208091,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydroserp],208092,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydroserp],208092,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydroserpine],208093,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.125 MG Oral Tablet [Hydroserpine],208093,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.2 MG Oral Tablet,245282,Other antihypertensive,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Reserpine 0.2 MG Oral Tablet,245282,Thiazide,Hydrochlorothiazide / Reserpine,,,
Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet,198225,Aldosterone blocker,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet,198225,Thiazide,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Aldactazide],208116,Aldosterone blocker,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Aldactazide],208116,Thiazide,Hydrochlorothiazide / Spironolactone,,,
Hydrochlorothiazide 50 MG / Triamterene 50 MG Oral Tablet,198315,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 50 MG / Triamterene 50 MG Oral Tablet,198315,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Capsule,310817,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Capsule,310817,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet,310818,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet,310818,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet [Maxzide],93252,Other Diuretics,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet [Maxzide],93252,Thiazide,Hydrochlorothiazide / Triamterene,,,
Hydrochlorothiazide 50 MG Oral Tablet,197770,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [Aquazide H],351451,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [Carozide],207940,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [Diaqua],207941,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [Esidrix],207942,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [Ezide],207943,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [Hydro Par],207944,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [HydroDIURIL],207945,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [Hydrocot],542850,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [Hydrokraft],542854,Thiazide,Hydrochlorothiazide,,,
Hydrochlorothiazide 50 MG Oral Tablet [Loqua],207946,Thiazide,Hydrochlorothiazide,,,
